"","askingprice","originalprice","age_05_or_less","age_06_10","age_11_15","age_16_20","age_21_25","age_26_30","age_31_35","age_36_40","age_41_50","age_51_60","age_61_70","age_71_80","age_81","age_new_under_construction","age_unknown","appearance_excellent","appearance_fair","appearance_good","appearance_needsrepair","appearance_verygood","beds","fb","hb","sqft_1000","sqft_1001_1200","sqft_1201_1400","sqft_1401_1600","sqft_1601_1800","sqft_1801_2000","sqft_2001_2200","sqft_2201_2500","sqft_2501_2750","sqft_2751_3000","sqft_3001_3300","sqft_3301_3750","sqft_3751_4250","sqft_4251_5000","sqft_5001_5500","sqft_5501_6000","sqft_6000","sqft_midpoint","sqft_category","lotsize_use","soldprice","year_sold","month_sold","offenders_near_house","tract","daysonmarket","tract_212270101","tract_212270102","tract_212270103","tract_212270104","tract_212270105","tract_212270106","tract_212270107","tract_212270108","tract_212270109","tract_212270110","tract_212270111","tract_212270112","tract_212270113","tract_212270114","tract_212270115","tract_212270116","tract_212270117","tract_212270118","tract_212270119"
"86",214900,214900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.31,213000,2019,4,1,"212270108","29",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"87",192750,192750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.2,185000,2020,9,1,"212270108","57",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"88",176900,176900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0,172000,2018,3,3,"212270117","230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"89",299900,299900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.13,286500,2020,7,0,"212270114","167",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"90",434900,439900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",0.55,425000,2020,10,2,"212270117","171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"91",199900,215000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.28,199500,2019,1,1,"212270108","172",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"92",269900,269900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.18,263900,2020,7,0,"212270119","84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"93",199900,199900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.41,195000,2019,12,2,"212270108","127",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"94",239900,239900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.46,237000,2018,7,2,"212270107","61",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"95",259900,259900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.51,253000,2017,9,1,"212270108","46",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"96",314900,314900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",1.14,270000,2017,7,0,"212270114","147",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"97",187900,190900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.2,182000,2019,4,0,"212270111","259",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"98",379900,379900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",1,362500,2020,8,0,"212270119","51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"99",319900,334900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",0.23,312000,2020,1,0,"212270108","133",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"100",358900,358900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",1.01,341000,2017,6,2,"212270114","34",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"101",273500,273500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",1.72,260000,2021,4,0,"212270115","64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"102",325000,325000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",0.22,315000,2018,12,0,"212270108","99",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"103",99000,99000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.11,98000,2018,5,11,"212270102","73",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",269900,269900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.44,258000,2018,7,4,"212270114","71",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"105",389900,395900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3525,"3001-3750",0.64,389900,2018,4,1,"212270108","171",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"106",219900,219900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.52,225000,2020,8,1,"212270119","44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"107",259900,277700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.22,249000,2019,9,0,"212270108","211",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"108",199900,199900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.36,202000,2017,11,1,"212270108","73",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"109",168900,169500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.42,168000,2019,2,5,"212270113","188",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"110",85000,105900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.32,71000,2019,12,13,"212270112","164",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"111",279900,279900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.19,277000,2017,11,1,"212270108","51",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"112",279900,279900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.46,262500,2019,7,1,"212270111","49",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"113",165000,165000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.33,158500,2018,10,6,"212270106","47",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",275000,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.2,270000,2020,4,1,"212270108","47",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"115",289000,289000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0,281000,2020,1,12,"212270107","121",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"116",249900,249900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",1,239900,2018,4,0,"212270116","165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"117",399900,399900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",0.56,359900,2020,5,0,"212270115","115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"118",260000,269900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.53,255000,2021,7,2,"212270107","48",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"119",179900,179900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.46,179900,2020,9,11,"212270107","57",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"120",189900,189900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.68,186500,2020,7,4,"212270113","45",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"121",239000,239000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",2,237000,2018,7,0,"212270118","144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"122",339000,339000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",0.35,330000,2018,6,1,"212270108","48",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"123",249900,249900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.37,225000,2019,8,3,"212270109","28",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"124",224900,224900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.47,217500,2019,11,0,"212270115","53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"125",120000,120000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.46,120000,2017,12,1,"212270119","46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"126",274900,279900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.37,271500,2018,10,1,"212270108","92",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"127",289900,289900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.2,280000,2021,4,7,"212270107","298",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"128",215000,215000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.42,207500,2020,11,9,"212270107","84",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"129",189900,189900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.39,189900,2019,6,2,"212270107","53",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"130",229900,229900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",0.47,205000,2018,7,2,"212270114","52",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"131",289900,289900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",4.42,295000,2019,9,0,"212270117","77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"132",119900,119900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.37,1e+05,2020,7,5,"212270113","49",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"133",209900,209900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.37,205000,2021,3,1,"212270111","78",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"134",249900,249900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.31,276500,2021,6,3,"212270106","49",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",159900,159900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.47,150000,2019,11,7,"212270110","36",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"136",189000,189000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",2,180000,2016,12,0,"212270115","65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"137",399900,399900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",1.02,399900,2016,12,0,"212270119","63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"138",351026,351026,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.4,351026,2020,9,0,"212270119","172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"139",149000,154900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",1,147500,2016,12,0,"212270116","117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"140",223900,223900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",1.06,215000,2021,4,1,"212270117","46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"141",72500,80000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.34,65000,2015,12,5,"212270113","175",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"142",234900,234900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.52,223000,2017,4,6,"212270107","55",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"143",129000,129000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.22,120000,2021,3,5,"212270113","76",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"144",167900,167900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.6,167000,2018,6,0,"212270116","58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"145",399900,439999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3525,"3001-3750",0.69,395000,2017,11,1,"212270108","174",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"146",379900,379900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",1.3,365000,2017,7,0,"212270108","185",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"147",56900,56900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.21,53000,2016,8,10,"212270102","24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",339999,334999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",0.31,327000,2018,7,2,"212270111","159",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"149",224900,229900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.87,210000,2018,4,1,"212270111","100",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"150",189900,215000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.8,169000,2019,7,2,"212270113","135",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"151",250000,250000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",2.36,255000,2021,6,0,"212270117","54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"152",212200,212200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",1.13,221900,2017,8,1,"212270117","184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"153",375000,375000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",1.79,375000,2021,6,0,"212270119","32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"154",199000,209900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.2,183000,2019,4,1,"212270108","159",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"155",152900,152900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.37,145000,2018,4,5,"212270110","46",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"156",199900,209000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",1.02,189900,2019,2,0,"212270118","141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"157",114500,114500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.22,114500,2019,1,5,"212270113","74",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"158",114000,120000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.84,110500,2020,6,0,"212270117","225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"159",359900,414900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",20,340000,2021,2,0,"212270115","102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"160",249900,249900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",4,245000,2016,9,0,"212270118","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"161",287900,287900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",0.23,280000,2019,5,7,"212270107","209",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"162",299900,299900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",0.39,297000,2019,4,4,"212270107","28",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"163",379900,389900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",1.01,372000,2020,3,0,"212270115","197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"164",204900,214900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.43,195000,2018,12,2,"212270108","120",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"165",499900,499900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4625,"3571+",0.75,435000,2019,8,8,"212270109","81",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"166",174900,174900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.53,172500,2019,6,7,"212270110","43",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"167",49900,49900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.33,56200,2018,2,9,"212270102","29",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168",119500,119500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.11,119500,2016,5,6,"212270102","62",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169",423500,450000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",0.64,416900,2020,12,1,"212270108","225",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"170",175000,178800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",1.02,167500,2015,9,1,"212270117","107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
