"","askingprice","originalprice","age_05_or_less","age_06_10","age_11_15","age_16_20","age_21_25","age_26_30","age_31_35","age_36_40","age_41_50","age_51_60","age_61_70","age_71_80","age_81","age_new_under_construction","age_unknown","appearance_excellent","appearance_fair","appearance_good","appearance_needsrepair","appearance_verygood","beds","fb","hb","sqft_1000","sqft_1001_1200","sqft_1201_1400","sqft_1401_1600","sqft_1601_1800","sqft_1801_2000","sqft_2001_2200","sqft_2201_2500","sqft_2501_2750","sqft_2751_3000","sqft_3001_3300","sqft_3301_3750","sqft_3751_4250","sqft_4251_5000","sqft_5001_5500","sqft_5501_6000","sqft_6000","sqft_midpoint","sqft_category","lotsize_use","soldprice","year_sold","month_sold","offenders_near_house","tract","daysonmarket","tract_212270101","tract_212270102","tract_212270103","tract_212270104","tract_212270105","tract_212270106","tract_212270107","tract_212270108","tract_212270109","tract_212270110","tract_212270111","tract_212270112","tract_212270113","tract_212270114","tract_212270115","tract_212270116","tract_212270117","tract_212270118","tract_212270119"
"5561",609900,609900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3525,"3001-3750",0.2,580000,2020,7,0,"212270115","98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5562",297900,309900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.25,297900,2018,8,0,"212270108","104",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5563",381200,381200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4000,"3571+",0.68,381200,2015,3,1,"212270114","13",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5564",142900,159900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0,142900,2013,8,2,"212270114","428",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5565",539900,539900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",4.85,519000,2017,6,0,"212270115","253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5566",64500,64500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.37,52500,2014,10,11,"212270112","77",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5567",159900,159900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.19,159900,2014,11,1,"212270108","77",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5568",259900,259900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.36,240000,2021,8,2,"212270114","46",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5569",424900,485000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3525,"3001-3750",0.94,407000,2013,8,2,"212270114","120",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5570",234900,234900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.53,234900,2020,6,0,"212270115","97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5571",169900,169900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.76,170000,2017,7,0,"212270115","101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5572",295000,295000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",0.25,285000,2014,10,0,"212270108","98",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5573",369900,384900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3525,"3001-3750",0.25,340000,2012,7,0,"212270114","153",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5574",147900,147900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.306140955004591,151900,2017,12,3,"212270117","84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5575",620000,649000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",27,575000,2017,4,0,"212270115","56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5576",583500,598500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4000,"3571+",3.44,570000,2019,4,0,"212270115","233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5577",249500,249500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0,249500,2014,7,12,"212270107","28",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5578",1965000,1965000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5250,"3571+",85,1830000,2012,7,0,"212270115","163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5579",499000,499000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4000,"3571+",0.52,515000,2021,5,3,"212270106","70",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5580",368000,368000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",0.316115702479339,368000,2017,7,1,"212270119","35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5581",374900,374900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3525,"3001-3750",0.4,374900,2019,8,2,"212270114","41",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5582",349900,349900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",11.3,325000,2016,3,1,"212270114","80",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5583",209900,209900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",1.07,2e+05,2016,4,0,"212270111","56",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5584",319000,329000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3525,"3001-3750",0.5,305000,2015,5,0,"212270108","210",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5585",134500,134500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.15,134500,2018,4,5,"212270109","53",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5586",429000,429000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",0.12,415000,2019,10,1,"212270114","134",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5587",134500,139500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.56,132000,2012,5,2,"212270111","99",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5588",124900,124900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",1,120000,2014,3,0,"212270115","56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5589",239900,239900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",1,228000,2014,5,0,"212270115","61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5590",158900,168900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.69,154900,2012,10,4,"212270106","72",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5591",194900,194900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.28,194900,2018,8,6,"212270107","46",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5592",169900,209900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.46,155000,2014,10,1,"212270108","431",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5593",184900,184900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.57,175000,2015,9,1,"212270108","48",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5594",229000,229000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.27,221000,2021,2,4,"212270107","56",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5595",349000,359000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0,349000,2021,10,12,"212270107","64",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5596",176900,176900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.37,173500,2016,3,0,"212270108","24",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5597",795000,795000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5250,"3571+",1,775000,2016,6,2,"212270114","262",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5598",485900,550000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5250,"3571+",1.34,446000,2019,7,2,"212270114","170",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5599",234900,239900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.17,230000,2020,9,0,"212270108","43",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5600",5e+05,5e+05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",0.31,5e+05,2019,11,3,"212270114","32",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5601",264500,264500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",0.34,251500,2015,5,3,"212270114","84",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5602",699000,699000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5250,"3571+",1.03,665000,2013,9,0,"212270115","140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5603",184900,184900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.39,180000,2016,8,2,"212270108","36",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5604",208650,208650,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3525,"3001-3750",0.45,208650,2013,11,0,"212270108","76",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5605",190900,190900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.2,184000,2018,9,0,"212270111","25",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5606",199900,199900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.39,195500,2018,11,2,"212270108","43",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5607",559900,559900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4000,"3571+",1.04,532000,2017,8,2,"212270114","78",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5608",649000,649000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3525,"3001-3750",2,615000,2013,8,0,"212270114","122",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5609",595000,595000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3525,"3001-3750",1.01,569000,2020,10,0,"212270115","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5610",224900,224900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3525,"3001-3750",0.408057851239669,204000,2012,5,1,"212270107","91",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5611",489000,489000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.13,455000,2012,11,0,"212270115","56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5612",294800,294800,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",0.33,294800,2018,4,1,"212270108","245",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5613",253205,253205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.17,253205,2014,8,12,"212270107","120",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5614",159900,164900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.59,150000,2012,11,9,"212270109","113",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5615",275000,275000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",0.33,255000,2021,2,3,"212270114","116",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5616",85000,85000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.46,85000,2013,5,5,"212270102","35",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5617",185000,185000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.47,182500,2017,10,1,"212270119","67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5618",282000,282000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.4,282000,2018,5,2,"212270114","56",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5619",299000,299000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",0.46,299000,2015,6,6,"212270107","58",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5620",619000,619000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.76,619000,2021,4,0,"212270114","93",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5621",449999,469900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3525,"3001-3750",0.3,445000,2017,6,1,"212270108","129",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5622",118900,122000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.29,115000,2014,3,5,"212270117","51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5623",281128,281128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",0.25,277250,2016,9,1,"212270108","132",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5624",529000,529000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3525,"3001-3750",1.08,529000,2021,7,0,"212270114","30",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5625",225000,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0,219500,2012,12,12,"212270107","222",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5626",389900,389900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4625,"3571+",0.61,376000,2012,4,1,"212270114","59",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5627",144900,149900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",1,140000,2014,7,0,"212270116","67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5628",279000,279000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",0.31,267000,2016,3,4,"212270114","71",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5629",359900,359900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",0.46,350000,2016,11,2,"212270107","101",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5630",474900,499500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",0,447500,2012,8,2,"212270114","148",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5631",329900,349900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.11,315000,2013,1,1,"212270114","164",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5632",478900,462500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4000,"3571+",0.73,470500,2014,9,1,"212270108","66",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5633",329000,329000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",0.23,310000,2020,11,4,"212270114","74",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5634",189900,199900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.42,192900,2017,11,2,"212270108","115",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5635",399900,399999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",0.57,399900,2019,8,1,"212270108","367",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5636",149000,149000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.95,143000,2018,5,5,"212270106","40",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5637",224900,234900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.2,220000,2012,6,1,"212270108","154",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5638",146900,146900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.27,146900,2017,6,3,"212270117","38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5639",298500,298500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",5,289500,2020,7,0,"212270119","87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5640",305000,305000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0,305000,2021,7,12,"212270107","84",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5641",499900,499900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4000,"3571+",1.04,481000,2015,4,1,"212270108","61",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5642",237500,244999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",1.54,232000,2018,1,0,"212270119","123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5643",267500,269900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.2,263000,2016,7,1,"212270114","355",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5644",699000,699000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5250,"3571+",1.03,612000,2016,2,0,"212270115","263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5645",179900,179900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0,175000,2016,3,2,"212270116","78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
